VOICE	en-US	en-GB	de-DE	de-CH	ru-RU	es-MX	es-ES	pt-BR	fr-FR	it-IT	zh-CN	ja-JP	ar-SA	Transcript-zh-CN
calendar, time	morning		der Morgen	Morge	утро	la mañana		a manhã	le matin	mattina	上午	朝	صباح	shàngwǔ
calendar, time	evening		der Abend	Abig	вечер	la tarde, el anochecer		a tarde	le soir	sera	晚	夕方	اخر النهار	wǎn
calendar, time	night		die Nacht		ночь	la noche		a noite	la nuit	notte	夜晚	夜	ليل	yèwǎn
calendar, time	January		der Januar		январь	enero		janeiro	janvier	gennaio	一月	1月	يناير	yī yuè
calendar, time	February		der Februar		февраль	febrero		fevereiro	février	febbraio	二月	2月	فبراير	èr yuè
calendar, time	March		der März		март	marzo		março	mars	marzo	三月	3月	مارس	sān yuè
calendar, time	April		der April		апрель	abril		abril	avril	aprile	四月	4月	أبريل	sì yuè
calendar, time	May		der Mai		май	mayo		maio	mai	maggio	五月	5月	مايو	wǔ yuè
calendar, time	June		der Juni		июнь	junio		Junho	juin	giugno	六月	6月	يونيو	Liù yuè
calendar, time	July		der Juli		июль	julio		Julho	juillet	luglio	七月	7月	يوليو	qī yuè
calendar, time	August		der August		август	agosto		agosto	août	agosto	八月	8月	أغسطس	bā yuè
calendar, time	September		der September		сентябрь	septiembre		setembro	septembre	settembre	九月	9月	سبتمبر	jiǔ yuè
calendar, time	October		der Oktober		октябрь	octubre		outubro	octobre	ottobre	十月	10月	أكتوبر	shí yuè
calendar, time	November		der November		ноябрь	noviembre		novembro	novembre	novembre	十一月	11月	نوفمبر	shíyī yuè
calendar, time	December		der Dezember		декабрь	diciembre		dezembro	décembre	dicembre	十二月	12月	ديسمبر	shí'èr yuè
calendar, time	Monday		der Montag	Määntig	понедельник	el lunes		a Segunda-feira	lundi	lunedì	星期	月曜日	الإثنين	xīngqí
calendar, time	Tuesday		der Dienstag	Ziischtig	вторник	el martes		a terça-feira	mardi	martedì	星期二	火曜日	الثلاثاء	xīngqí'èr
calendar, time	Wednesday		der Mittwoch	Mittwuch	среда	el miércoles		a quarta-feira	mercredi	mercoledì	星期三	水曜日	الأربعاء	xīngqísān
calendar, time	Thursday		der Donnerstag	Dunschtig	четверг	el jueves		a quinta-feira	jeudi	giovedì	星期四	木曜日	الخميس	xīngqísì
calendar, time	Friday		der Freitag	Friitig	пятница	el viernes		a sexta-feira	vendredi	venerdì	星期五	金曜日	الجمعة	xīngqíwǔ
calendar, time	Saturday		der Samstag	Samschtig	суббота	el sábado		o sábado	samedi 	sabato	星期六	土曜日	السبت	xīngqíliù
calendar, time	Sunday		der Sonntag	Sunntig	воскресение	el domingo		o domigo	dimanche	domenica	星期日	日曜日	الأحد	xīngqírì
calendar, time	season		die Jahreszeit	Jahresziit	сезон	la estación del año		a estação do ano	la saison	la stagione	季节	季節	الموسم	jìjié
calendar, time	winter		der Winter	Winter	зима	el invierno		o inverno	l'hiver	l'inverno	冬季	冬	الشتاء	dōngjì
calendar, time	spring		der Frühling	Frühling	весна	la primavera		a primavera	le printemps	la primavera	春天	春	ربيع	chūntiān
calendar, time	summer		der Sommer	Summer	лето	el verano		o verão	l'été	l'estate	夏	夏	الصيف	xià
calendar, time	fall	autumn	der Herbst	Herbst	осень	el otoño		o outono	l'automne	l'autunno	秋	秋	الخريف	qiū
calendar, time	time		die Zeit	Ziit	время	el tiempo		o tempo	le temps	il tempo	时间	時間	الزمن	shíjiān
calendar, time	two o'clock		zwei Uhr	zwei (Uhr)	два часа	las dos (en punto)		duas horas (em ponto)	deux heures	le due	两点钟	二時	الساعة الثانية	liǎng diǎn zhōng
calendar, time	five past two		fünf nach zwei	foif ab zwei	пять минут третьего	las dos y cinco		duas e cinco	deux heures cinq	le due e cinque	二点五	二時五分	الساعة الثانية و خمس دقائق	èr diǎn wǔ
calendar, time	quarter past two		viertel nach zwei	viertel ab zwei	четверть третьего	las dos y cuarto		duas  e quinze	deux heures et quart	le due e un quarto	二点一刻	二時十五分	الثانية وربع	èr diǎn yī kè
calendar, time	twenty-five past two		fünfundzwanzig nach zwei	foif und zwanzg ab zwei	два двадцать пять	las dos y veinticinco		duas vinte e cinco	deux heures vingt-cinq	le due e venticinque	二点二十五	二時二十五分	الساعة الثانية  و خمس و عشرون دقيقة	èr diǎn èrshíwǔ
calendar, time	half past two		halb drei	halb drüü	полтретьего	las dos y media		duas e meia	deux heures et demie	le due e mezzo	两点半	二時半	الثانية والنصف	liǎng diǎn bàn
calendar, time	twenty to three		zwanzig vor drei	zwanzg vor drüü	без двадцати три	veinte para las tres		Vinte para as três	trois heures moins vingt	le tre meno venti	二时四十	三時二十分前	الثالثة الا عشرون	èr shí sì shí
calendar, time	quarter to three		viertel vor drei	viertel vor drüü	без четверти три	un cuarto para las tres		Quinze para as três	trois heures moins le quart	le tre meno un quarto	二点四十五	三時十五分前	الثالثة إلا ربع	èr diǎn sì shí wǔ
calendar, time	ten to three		zehn vor drei	zää vor drüü	без десяти три	diez para las tres		Dez para as três	trois heures moins dix	le tre meno dieci	二时五十	三時十分前	الثالثة الا عشرة	èr shí wǔ shí
calendar, time	five to three		fünf vor drei	foif vor drüü	без пяти три	cinco para las tres		cinco para as três	trois heures moins cinq	le tre meno cinque	二点五十五	三時五分前	الثالثة الا خمسة	èr diǎn wǔ shí wǔ
calendar, time	three o'clock		drei Uhr	drüü (Uhr)	три часа	las tres (en punto)		três horas (em ponto)	trois heures	le tre	三点钟	三時	الساعة الثالثة	sān diǎn zhōng
calendar, time	midnight		die Mitternacht		полночь	la medianoche		a meia-noite	minuit	la mezzanotte	半夜	真夜中、深夜	منتصف الليل	bànyè
calendar, time	midday, noon		der Mittag		полдень	el mediodía		o meio-dia 	midi	il mezzogiorno	中午	正午、昼	منتصف النهار، ظهر	zhōngwǔ
transport	hot-air balloon		der Heißluftballon		воздушный шар	el globo aerostático		balão de ar quente; balão	la montgolfière	la mongolfiera	热气球	熱気球	منطاد	rè qìqiú
transport	airplane		das Flugzeug	Flugi	самолёт	el avión		o avião	l'avion	l'aereo	飞机	飛行機	طائرة	fēijī
transport	airport		der Flughafen	Flughafe	аэропорт	el aeropuerto		o aeroporto	l'aéroport	l'aeroporto	机场	空港	مطار	jīchǎng
transport	bicycle		das Fahrrad	Velo	велосипед	la bicicleta		a bicicleta	le vélo	la bicicletta	自行车	自転車	دراجة	zìxíngchē
transport	bicycle pump		die Fahrradpumpe	Velopumpe	велосипедный насос	la bomba de bicicleta		a bomba de ar 	la pompe à vélo	la pompa per bicicletta	气筒	自転車の空気入れ	مضخة دراجة	qìtǒng
transport	helmet		der Helm		шлем	el casco		o capacete	le casque	il casco	头盔	ヘルメット	خوذة	tóukuī
transport	saddle		der Sattel		седло	el sillín		a sela	la selle	la sella	鞍	サドル	سرج	ān
transport	spoke		die Radspeiche		спица	el rayo de rueda		a espora	le rayon	il raggio	辐	車軸のリム、スポーク	دولاب	fú
transport	bus		der Bus		автобус	el autobús		o ônibus	le bus	l'autobus	公共汽车	バス	حافلة	gōnggòng qìchē
transport	bus stop		die Haltestelle		остановка	la parada		o ponto de ônibus	l'arrêt	la fermata dell'autobus	公交站	バス停	موقف الباص	gōngjiāo zhàn
transport	cable car		die Seilbahn		фуникулёр	el teleférico		o teleférico	le téléphérique	la funivia	缆车	ケーブルカー	عربة قطار	lǎnchē
transport	horse-drawn carriage		die Kutsche		карета	la carroza		a carruagem	le carrosse	la carrozza trainata da cavalli	马车	馬車	عربة تجرها الخيول	mǎchē
transport	passenger car	(train) carriage	der Wagen		вагон	el vagón de tren		o vagão do trem	le wagon	la carrozza del treno	客车	乗用車	سيارة الركاب	kèchē
transport	helicopter		der Hubschrauber	Helikopter	вертолёт	el helicóptero		o helicóptero	l'hélicoptère	l'elicottero	直升机	ヘリコプター	هليكوبتر	zhíshēngjī
transport	motorcycle		das Motorrad	Töff	мотоцикл	la moto		a motocicleta	la moto	la motocicletta	摩托车	オートバイ	دراجة نارية	mótuōchē
transport	scooter		der Roller	Töffli	мотороллер	el scooter		a lambreta	la patinette	lo scooter, il monopattino	摩托车	スクーター	سكوتر	mótuō chē
transport	railroad station	railway station	der Bahnhof		вокзал	la estación de trenes		a estação de trem	la gare	la stazione ferroviaria	火车站	鉄道駅	محطة سكة حديد	huǒchē zhàn
transport	subway	underground	die U-Bahn		метро	el metro		o metrô	le métro	la metropolitana	地铁	地下鉄	المترو	dìtiě
transport	ship		das Schiff		корабль	el barco		o navio	le bateau	la nave	船、舰	船	سفينة	chuán, jiàn
transport	rocket		die Weltraumrakete	Rakete	ракета	el cohete espacial		o foguete	la fusée spatiale	il razzo	火箭	ロケット	صاروخ	huǒjiàn
transport	satellite		der Satellit		спутник	el satélite		o satélite	le satellite	il satellite	卫星	衛星	الأقمار الصناعية	wèixīng
transport	unidentified flying object, UFO		unbekanntes Flugobjekt, UFO		неопознанный летающий объект, НЛО; летающая тарелка	el objeto volante no identificado, OVNI		o objeto não identificado, OVNI	l'objet volant non identifié, OVNI	l'oggetto volante non identificato, UFO	不明飞行物，飞碟	正体不明の飛行物体、UFO	صحن طائر	bùmíng fēixíng wù, fēidié
transport	steam engine		die Lokomotive	Loki	паровоз	la locomotora		a máquina a vapor	locomotive	il motore a vapore	蒸汽机	蒸気機関	محرك بخاري	zhēngqìjī
transport	train		der Zug		поезд	el tren		o trem	le train	il treno	火车	列車	قطار	huǒchē
transport	streetcar	tram	die Straßenbahn	Tram	трамвай	el tranvía		o bonde	le tramway	il tram	有轨电车	路面電車	ترام	yǒu guǐ diànchē
transport	trolley (bus)	trolleybus	der Oberleitungsbus	Trolleybus	троллейбус	el trolebús		o ônibus elétrico	le trolleybus	il filobus	无轨电车	トロリー（バス）	عربة (حافلة)	wúguǐ diànchē
transport	truck	lorry	der Lastwagen		грузовик	el camión		o caminhão	le camion	il camion	卡车	トラック	شاحنة	kǎchē
transport	tractor trailer	trailer	der Anhänger		трейлер	el tráiler		o trailer 	le camion-remorque	il rimorchio del trattore	拖拉机拖车	トラクタートレーラー	مقطورة الجرار	tuōlājī tuō chē
transport	car		das Auto		машина	el carro	el coche	o carro	la voiture	l'auto	汽车	車	سيارة	qìchē
transport	convertible	cabriolet	das Kabriolett 		кабриолет	el convertible	el cabriolé	o conversível	le cabriolet	il cabrio	敞篷车	コンバーチブルの	سيارة مكشوفة	chǎngpéng chē
transport	sunroof		das Schiebedach		люк на крыше авто	el techo solar		o teto solar	le toit ouvrant	iI tetto apribile	天窗	サンルーフ	فتحة سقف	tiānchuāng
transport	steering wheel		das Lenkrad		руль	el volante		o volante	le volant	il volante	方向盘	ハンドル	المقود	fāngxiàngpán
transport	gear shift		die Gangschaltung	Gangschaltig	коробка передач	la caja de cambios		a caixa de marcha	la boîte de vitesse	la leva del cambio	变速杆	ギアシフト	ذراع نقل السرعة	biànsù gǎn
transport	car seat		der Autositz		сидение	el asiento		o assento 	le siège de voiture	il seggiolino auto	汽车座椅	自動車のシート	مقعد سيارة	qìchē zuò yǐ
transport	seat belt		der Sicherheitsgurt		ремень безопасности	el cinturón de seguridad		o cinto de segurança	la ceinture de sécurité	la cintura di sicurezza	安全带	シートベルト	حزام الامان	ānquán dài
transport	wheel		das Rad		колесо	la rueda		a roda	la roue	la ruota	轮子	ホイール	عجلة	lúnzi
transport	tire	tyre	der Reifen	Pneu	шина	la llanta	el neumático	o pneu	le pneu	il pneumatico	轮胎	タイヤ	إطار العجلة	lúntāi
transport	wheel rim		die Felge		обод колеса	la llanta, el rin		o aro da roda	la jante	il cerchione	轮辋	車輪リム	الجنط	lúnwǎng
transport	headlight		das Fahrlicht		фара	el faro		o farol	le phare	il faro	车灯	ヘッドライト	مصباح أمامي	chē dēng
transport	windshield wiper	windscreen wiper	der Scheibenwischer	Schiibewüscher	дворники	el limpiaparabrisas		o limpador de pára-brisa	l'essuie-glace	il tergicristallo	刮水器	ワイパー	مساحة الزجاج الأمامي	guā shuǐ qì
transport	car trunk	car boot	der Kofferraum	Kofferruum	багажник	la cajuela		a mala do carro	le coffre 	il bagagliaio	汽车后备箱	車のトランク	صندوق السيارة	qìchē hòubèi xiāng
transport	engine hood	engine bonnet	die Motorhaube	Motorhuube	капот	el capot	el capó del coche	o capô do carro	le capot	il cofano	车罩	エンジンフード	غطاء المحرك	chē zhào
transport	car engine	motor	der Motor		двигатель	el motor		o motor 	le moteur	il motore	发动机	車のエンジン	محرك السيارة	fādòngjī
transport	road		die Straße		дорога	la carretera		a estrada	la route	la strada	公路	道路	طريق	gōnglù
transport	freeway	motorway	die Autobahn		автострада	la autopista		a autopista	l'autoroute	l'autostrada senza pedaggio	高速公路	高速道路	طريق سريع	gāosù gōnglù
transport	crossroad, intersection	crossroads, crossing, intersection	die Kreuzung		перекрёсток	el cruce, la intersección		o cruzamento	le carrefour	l'incorcio	十字路口	交差点	مفترق طرق، تقاطع	shízìlù kǒu
transport	traffic circle	roundabout	der Kreisel		круговое движение	la glorieta	la rotonda, el óvalo	a rotatória	le rond-point	la rotonda	交通圈	環状交差点	صينية , دوران	jiāotōng quān
transport	traffic jam	tailback	der Stau		затор, пробка	el tráfico		o engarrafamento	le trafic, la circulation	il traffico, la circolazione stradale	交通	交通渋滞	ازدحام المرور	jiāotōng
transport	U-turn		die Kehrtwende		разворот	la vuelta en U, el retorno		o retorno	le demi-tour	l'inversione ad U	掉头	Uターン	منعطف	diàotóu
transport	gas station	petrol station	die Tankstelle		заправка	la gasolinera		o posto de gasolina	la station-service	la stazione di servizio	加油站	ガソリンスタンド	محطة غاز	jiāyóu zhàn
transport	gasoline, gas	petrol	das Benzin		бензин	la gasolina		a gasolina	l'essence	la benzina	汽油	ガソリン、ガス	البنزين والغاز	qìyóu
transport	diesel		der Diesel		дизель	el diésel		o diesel	le gazole	il gasolio	柴油机	ディーゼル	ديزل	cháiyóujī
transport	car accident		der Unfall	Umfall	авария	el accidente		o acidente de carro	l'accident de la route	l'incidente stradale	车祸	車の事故	حادث سيارة	chēhuò
transport	breakdown		die Panne		поломка машины	la avería		a demolição	la panne	l'avaria	击穿	故障	انفصال	jí chuān
transport	road sign		das Verkehrszeichen		дорожный знак	la señal de tráfico		a placa de trânsito	les panneaux de signalisation 	il segnale stradale	路标	道路標識	إشارة المرور	lùbiāo
transport	traffic light		die Ampel	Ample	светофор	el semáforo		o semáforo	le feu rouge	il semaforo	红绿灯	交通信号	إشارة مرور	hónglǜdēng
transport	dead-end		die Sackgasse		тупик	el callejón sin salida	vía muerta	o fim da linha	le cul-de-sac	strada senza uscita, vicolo cieco	死路	デッドエンド、行き止まり	طريق مسدود	sǐlù
transport	driver's license	driving licence	der Führerschein	Führerausweis	водительские права	la licencia para conducir	el carnet de conducir	a carteira de motorista	le permis de conduire	la patente	驾照	運転免許証	رخصة السائق	jiàzhào
